rank,fg_id,roto_points,name,PA,HR,R,RBI,SB,IP,W,SV,K,AVG,ERA,WHIP,role,hindsight_$,drafted_$,team,current_$,contract,bargain
128,26289,6.486882594027171,Gunnar Henderson,716.0,26.0,95.0,70.0,14.0,0.0,0.0,0.0,0.0,0.2241112828438949,,,HIT,7.884936971470069,36.0,Spehr's Army,36.0,2,-28.11506302852993
129,11493,6.475648268849726,Manny Machado,667.0,30.0,82.0,93.0,4.0,0.0,0.0,0.0,0.0,0.22185430463576158,,,HIT,7.836216537768251,,McBlocks,20.0,F,-12.163783462231748
130,25679,6.4680170498286715,Kevin Kelly,0.0,0.0,0.0,0.0,0.0,72.0,6.0,5.0,58.0,,2.375,0.8888888888888888,PIT,7.803121866347683,,,,,
131,27467,6.462785865460834,Tyler Soderstrom,607.0,26.0,76.0,80.0,3.0,0.0,0.0,0.0,0.0,0.24727272727272728,,,HIT,7.780435539652519,,Producers,10.0,1,-2.219564460347481
132,12927,6.408616234474863,Brandon Nimmo,645.0,18.0,69.0,65.0,8.0,0.0,0.0,0.0,0.0,0.273972602739726,,,HIT,7.545515517896107,8.0,,,,
133,30279,6.404918827600257,Bryan Woo,0.0,0.0,0.0,0.0,0.0,177.1,11.0,0.0,177.0,,3.9638622247317903,1.0841332580463015,PIT,7.529480797193474,,Orange and Black Attack,13.0,2,-5.470519202806526
134,10155,6.395623455709659,Mike Trout,603.0,27.0,90.0,60.0,11.0,0.0,0.0,0.0,0.0,0.2332089552238806,,,HIT,7.489169114669021,4.0,All-Stars,4.0,2,3.4891691146690214
135,35101,6.388243470592239,Sam Antonacci,550.0,10.0,82.0,53.0,21.0,0.0,0.0,0.0,0.0,0.2693877551020408,,,HIT,7.457163981298346,,NPB No Stars,10.0,2,-2.542836018701654
136,22100,6.381405783012165,José Soriano,0.0,0.0,0.0,0.0,0.0,169.2,12.0,0.0,170.0,,3.3510638297872344,1.2529550827423168,PIT,7.427510655517144,1.0,NPB No Stars,1.0,2,6.427510655517144
137,29646,6.372747104105735,Caleb Durbin,584.0,14.0,76.0,73.0,20.0,0.0,0.0,0.0,0.0,0.24667931688804554,,,HIT,7.389960149817609,1.0,Orange and Black Attack,1.0,2,6.389960149817609
138,13145,6.36504133688937,Josh Bell,612.0,21.0,75.0,90.0,1.0,0.0,0.0,0.0,0.0,0.2509025270758123,,,HIT,7.356542181683637,,,,,
139,29712,6.344021725229088,Colson Montgomery,650.0,35.0,75.0,95.0,2.0,0.0,0.0,0.0,0.0,0.21428571428571427,,,HIT,7.265385429483798,5.0,Lisbon Long Balls,5.0,2,2.265385429483798
140,19612,6.338566061322602,Bo Bichette,687.0,15.0,77.0,81.0,2.0,0.0,0.0,0.0,0.0,0.26677316293929715,,,HIT,7.241725591669152,,The Fighting Phils,17.0,1,-9.758274408330848
141,19611,6.293924374598273,Vladimir Guerrero Jr.,646.0,13.0,82.0,69.0,9.0,0.0,0.0,0.0,0.0,0.2646048109965636,,,HIT,7.048125860128828,,NPB No Stars,35.0,1,-27.951874139871173
142,22275,6.289833911145458,Jake Burger,627.0,27.0,68.0,93.0,2.0,0.0,0.0,0.0,0.0,0.23734729493891799,,,HIT,7.030386552220715,,,,,
143,22664,6.288494177432783,Gabriel Moreno,515.0,11.0,65.0,69.0,5.0,0.0,0.0,0.0,0.0,0.2995689655172414,,,HIT,7.024576465144232,,The Fighting Phils,1.0,2,6.024576465144232
144,23793,6.287406916751145,Braxton Ashcraft,0.0,0.0,0.0,0.0,0.0,175.1,14.0,0.0,189.0,,4.009137635636779,1.1764705882352942,PIT,7.0198612899005335,,All-Stars,10.0,2,-2.9801387100994665
145,19956,6.266902865969663,Mickey Moniak,435.0,26.0,57.0,73.0,3.0,0.0,0.0,0.0,0.0,0.2695214105793451,,,HIT,6.930940395148125,1.0,Orange and Black Attack,1.0,2,5.930940395148125
146,18401,6.248341635754122,Ronald Acuña Jr.,466.0,20.0,69.0,49.0,23.0,0.0,0.0,0.0,0.0,0.2524271844660194,,,HIT,6.85044502298674,,Pookie 2.0,26.0,1,-19.14955497701326
147,31580,6.246743932680592,Chase Meidroth,646.0,14.0,89.0,61.0,5.0,0.0,0.0,0.0,0.0,0.2689655172413793,,,HIT,6.84351618788186,,,,,
148,20191,6.2377485313627,Garrett Whitlock,0.0,0.0,0.0,0.0,0.0,61.0,8.0,3.0,69.0,,2.360655737704918,0.9508196721311475,PIT,6.804505402044053,,,,,
149,17982,6.228421816201349,Ty France,486.0,22.0,59.0,70.0,1.0,0.0,0.0,0.0,0.0,0.2834467120181406,,,HIT,6.764057791662732,,Producers,10.0,2,-3.235942208337268
150,16530,6.195668060993983,Mauricio Dubón,622.0,13.0,72.0,79.0,8.0,0.0,0.0,0.0,0.0,0.26362038664323373,,,HIT,6.622013019603799,,New York Polar Bears,10.0,2,-3.3779869803962006
151,17678,6.189241040792084,Alex Bregman,711.0,18.0,88.0,74.0,4.0,0.0,0.0,0.0,0.0,0.25,,,HIT,6.594140654624059,,Orange and Black Attack,12.0,F,-5.405859345375941
152,31595,6.171216409281654,Brooks Lee,611.0,21.0,68.0,80.0,9.0,0.0,0.0,0.0,0.0,0.2459605026929982,,,HIT,6.515972375654646,,New York Polar Bears,10.0,2,-3.4840276243453543
153,9777,6.144380233243826,Nolan Arenado,598.0,23.0,72.0,79.0,5.0,0.0,0.0,0.0,0.0,0.24493554327808473,,,HIT,6.3995906513579035,,NPB No Stars,8.0,2,-1.6004093486420965
154,33829,6.139772015313058,Shota Imanaga,0.0,0.0,0.0,0.0,0.0,181.1,11.0,0.0,172.0,,3.876311430149089,1.120927664273882,PIT,6.379605972916313,14.0,Producers,14.0,2,-7.620394027083687
155,26319,6.131091566324712,Michael Busch,708.0,21.0,73.0,86.0,3.0,0.0,0.0,0.0,0.0,0.24646781789638933,,,HIT,6.341961055864435,,Spehr's Army,10.0,F,-3.6580389441355647
156,20503,6.079492509733199,William Contreras,629.0,15.0,77.0,78.0,2.0,0.0,0.0,0.0,0.0,0.26278659611992944,,,HIT,6.118188966661393,11.0,Producers,11.0,?,-4.881811033338607
157,27702,6.076346531517462,Brent Headrick,0.0,0.0,0.0,0.0,0.0,77.1,7.0,0.0,92.0,,1.9844357976653697,1.1284046692607004,PIT,6.104545652918357,,,,,
158,27758,6.073859754894595,Kyle Harrison,0.0,0.0,0.0,0.0,0.0,127.1,11.0,0.0,153.0,,3.6113296616837136,1.1565696302124313,PIT,6.0937611301569135,,Lisbon Long Balls,10.0,2,-3.9062388698430865
159,22799,6.065635211672926,Geraldo Perdomo,668.0,12.0,79.0,59.0,23.0,0.0,0.0,0.0,0.0,0.24705882352941178,,,HIT,6.058093361383086,,New York Polar Bears,10.0,1,-3.9419066386169144
160,13580,6.036724672262782,Steven Okert,0.0,0.0,0.0,0.0,0.0,74.1,6.0,1.0,78.0,,2.4291497975708505,0.9311740890688259,PIT,5.932715646534344,,,,,
161,31475,6.0120372425583115,Logan Henderson,0.0,0.0,0.0,0.0,0.0,88.1,9.0,0.0,104.0,,3.269012485811578,0.9988649262202044,PIT,5.8256524929236795,,McBlocks,10.0,2,-4.1743475070763205
162,17919,5.978280852718947,Ian Happ,662.0,26.0,92.0,71.0,6.0,0.0,0.0,0.0,0.0,0.2222222222222222,,,HIT,5.679259547445885,10.0,,,,
163,17338,5.975226243830124,Willi Castro,538.0,17.0,71.0,63.0,10.0,0.0,0.0,0.0,0.0,0.26078028747433263,,,HIT,5.666012479419792,,,,,
164,20572,5.974507811457804,Kody Clemens,553.0,26.0,70.0,72.0,10.0,0.0,0.0,0.0,0.0,0.23015873015873015,,,HIT,5.662896819492559,,NPB No Stars,10.0,2,-4.337103180507441
165,20220,5.9697972196732945,Jo Adell,644.0,24.0,68.0,88.0,5.0,0.0,0.0,0.0,0.0,0.23378839590443687,,,HIT,5.642468171477786,,The Fighting Phils,1.0,1,4.642468171477786
166,31680,5.9694056790723,Cole Young,639.0,18.0,72.0,70.0,5.0,0.0,0.0,0.0,0.0,0.25906735751295334,,,HIT,5.640770158682978,,,,,
167,15998,5.946615224286887,Cody Bellinger,542.0,15.0,66.0,68.0,12.0,0.0,0.0,0.0,0.0,0.2606924643584521,,,HIT,5.541933706660364,23.0,Producers,23.0,2,-17.458066293339634
168,31204,5.9164926241391305,Justin Wrobleski,0.0,0.0,0.0,0.0,0.0,157.1,13.0,0.0,127.0,,3.723742838956079,1.1521323997453852,PIT,5.411299590214132,,Pookie 2.0,10.0,2,-4.588700409785868
169,24617,5.912406597838783,Jarren Duran,625.0,21.0,71.0,79.0,23.0,0.0,0.0,0.0,0.0,0.2112676056338028,,,HIT,5.3935795251167065,,Spehr's Army,1.0,?,4.3935795251167065
170,22630,5.870539802627539,Keider Montero,0.0,0.0,0.0,0.0,0.0,163.1,10.0,1.0,118.0,,3.641937461679951,1.0974862047823422,PIT,5.212013797920892,,,,,
171,27768,5.863828621070419,Eury Pérez,0.0,0.0,0.0,0.0,0.0,151.2,8.0,0.0,165.0,,3.5714285714285716,1.130952380952381,PIT,5.18290909684183,,Spehr's Army,10.0,1,-4.81709090315817
172,35110,5.846542236697768,Nick Kurtz,434.0,21.0,62.0,69.0,7.0,0.0,0.0,0.0,0.0,0.25569620253164554,,,HIT,5.107942409437877,,NPB No Stars,10.0,1,-4.892057590562123
173,27465,5.8103452776008675,Spencer Torkelson,635.0,28.0,73.0,83.0,0.0,0.0,0.0,0.0,0.0,0.2286212914485166,,,HIT,4.95096533088325,1.0,NPB No Stars,1.0,2,3.9509653308832497
174,20036,5.809898313891337,Isaac Paredes,652.0,21.0,62.0,84.0,0.0,0.0,0.0,0.0,0.0,0.252991452991453,,,HIT,4.9490269620508265,,McBlocks,2.0,F,2.9490269620508265
175,13125,5.806273057378349,Gerrit Cole,0.0,0.0,0.0,0.0,0.0,129.2,9.0,0.0,135.0,,3.5526315789473686,1.0990712074303406,PIT,4.9333051392618845,16.0,The Fighting Phils,16.0,2,-11.066694860738115
176,23590,5.784273826562931,Ben Brown,0.0,0.0,0.0,0.0,0.0,75.0,4.0,1.0,73.0,,2.04,0.96,PIT,4.837900025959177,,Spehr's Army,10.0,2,-5.162099974040823
177,33333,5.780323626509441,Wyatt Langford,457.0,20.0,63.0,53.0,13.0,0.0,0.0,0.0,0.0,0.25970873786407767,,,HIT,4.820769005023326,26.0,New York Polar Bears,26.0,2,-21.179230994976674
178,26368,5.76895049384309,JJ Bleday,546.0,28.0,67.0,70.0,8.0,0.0,0.0,0.0,0.0,0.22653061224489796,,,HIT,4.771446598265384,,Lisbon Long Balls,10.0,2,-5.228553401734616
179,29766,5.749029061065916,Zack Gelof,409.0,18.0,66.0,51.0,13.0,0.0,0.0,0.0,0.0,0.2641509433962264,,,HIT,4.685052370794189,,Pookie 2.0,10.0,2,-5.314947629205811
180,19853,5.747339709370343,Michael King,0.0,0.0,0.0,0.0,0.0,178.1,10.0,0.0,162.0,,3.4868051656372825,1.2128017967434026,PIT,4.677726078739864,,All-Stars,3.0,F,1.6777260787398642
181,25327,5.73950012585398,Abner Uribe,0.0,0.0,0.0,0.0,0.0,65.1,5.0,8.0,67.0,,2.350230414746544,1.0752688172043012,PIT,4.643727783076707,,,,,
182,29837,5.737620502714683,Bryce Miller,0.0,0.0,0.0,0.0,0.0,123.0,7.0,0.0,121.0,,3.4390243902439024,1.032520325203252,PIT,4.635576331779356,,All-Stars,1.0,F,3.6355763317793564
183,15986,5.722405840887477,Willy Adames,652.0,26.0,79.0,68.0,8.0,0.0,0.0,0.0,0.0,0.22504230118443316,,,HIT,4.569594182327586,15.0,New York Polar Bears,15.0,2,-10.430405817672414
184,23401,5.721858224259945,José Caballero,442.0,14.0,48.0,51.0,36.0,0.0,0.0,0.0,0.0,0.24,,,HIT,4.567219307186063,14.0,The Fighting Phils,14.0,2,-9.432780692813937
185,23690,5.715529398439808,Brayan Rocchio,619.0,12.0,62.0,67.0,19.0,0.0,0.0,0.0,0.0,0.25133689839572193,,,HIT,4.539772786464072,,All-Stars,10.0,2,-5.460227213535928
186,26438,5.7121669501965835,Dominic Canzone,502.0,25.0,60.0,70.0,2.0,0.0,0.0,0.0,0.0,0.25164113785557984,,,HIT,4.525190696830533,,Lisbon Long Balls,10.0,2,-5.474809303169467
187,20352,5.705963281399372,Ernie Clement,630.0,12.0,67.0,55.0,6.0,0.0,0.0,0.0,0.0,0.28027681660899656,,,HIT,4.4982869505379295,,All-Stars,10.0,2,-5.5017130494620705
188,11899,5.6842701338704344,Joc Pederson,476.0,28.0,64.0,59.0,3.0,0.0,0.0,0.0,0.0,0.24766355140186916,,,HIT,4.404209243219176,,,,,
189,25979,5.650161082039545,Nasim Nuñez,531.0,2.0,62.0,45.0,52.0,0.0,0.0,0.0,0.0,0.22851153039832284,,,HIT,4.256286891666174,,McBlocks,10.0,2,-5.743713108333826
190,16442,5.647558050793308,Ryan O'Hearn,430.0,18.0,58.0,73.0,1.0,0.0,0.0,0.0,0.0,0.2717948717948718,,,HIT,4.244998201936003,,McBlocks,10.0,2,-5.755001798063997
191,33321,5.6189460837111955,Luke Keaschall,577.0,8.0,74.0,48.0,19.0,0.0,0.0,0.0,0.0,0.2644787644787645,,,HIT,4.120915319939549,18.0,,,,
192,26202,5.611777940523218,Jake Mangum,450.0,5.0,55.0,36.0,26.0,0.0,0.0,0.0,0.0,0.29683698296836986,,,HIT,4.089828891565896,,Producers,10.0,2,-5.910171108434104
193,20437,5.598675171974886,Royce Lewis,503.0,19.0,61.0,62.0,15.0,0.0,0.0,0.0,0.0,0.24288840262582057,,,HIT,4.033005490401493,,Orange and Black Attack,1.0,2,3.033005490401493
194,33252,5.528299230364529,Kyle Karros,528.0,12.0,76.0,58.0,7.0,0.0,0.0,0.0,0.0,0.2641509433962264,,,HIT,3.7278027885681575,,,,,
195,21390,5.513404661576332,Joe Ryan,0.0,0.0,0.0,0.0,0.0,148.2,8.0,0.0,162.0,,3.7044534412955468,1.1268556005398112,PIT,3.6632088018621785,,All-Stars,14.0,1,-10.33679119813782
196,26108,5.507698143949149,Andre Pallante,0.0,0.0,0.0,0.0,0.0,171.0,15.0,0.0,121.0,,3.6315789473684212,1.2514619883040936,PIT,3.638461074755115,,McBlocks,10.0,2,-6.361538925244885
197,27555,5.500297766616439,Garrett Mitchell,537.0,11.0,67.0,66.0,15.0,0.0,0.0,0.0,0.0,0.25,,,HIT,3.606367505491997,,All-Stars,10.0,2,-6.393632494508003
198,19274,5.4876917339067095,Jacob Webb,0.0,0.0,0.0,0.0,0.0,69.0,5.0,11.0,77.0,,2.739130434782609,1.1884057971014492,PIT,3.5516983223255334,,,,,
199,27577,5.449940442612822,Casey Schmitt,409.0,21.0,47.0,55.0,9.0,0.0,0.0,0.0,0.0,0.271505376344086,,,HIT,3.3879804972144565,,NPB No Stars,10.0,2,-6.612019502785543
200,30115,5.417651568058671,Robert Suarez,0.0,0.0,0.0,0.0,0.0,43.0,5.0,5.0,36.0,,1.255813953488372,0.9069767441860465,PIT,3.247951795251995,,,,,
201,13066,5.400647377176353,Teoscar Hernández,488.0,18.0,68.0,66.0,3.0,0.0,0.0,0.0,0.0,0.25225225225225223,,,HIT,3.1742089098138595,,Pookie 2.0,6.0,F,-2.8257910901861405
202,27470,5.353029315519953,Emerson Hancock,0.0,0.0,0.0,0.0,0.0,162.0,8.0,0.0,147.0,,3.5555555555555554,1.154320987654321,PIT,2.9677013911782475,,Pookie 2.0,10.0,2,-7.032298608821753
203,19677,5.312278425809226,Gregory Soto,0.0,0.0,0.0,0.0,0.0,65.2,6.0,16.0,78.0,,3.8650306748466257,1.165644171779141,PIT,2.7909750645780846,,,,,
204,20492,5.307019832364475,Casey Mize,0.0,0.0,0.0,0.0,0.0,136.0,7.0,0.0,131.0,,3.4411764705882355,1.1176470588235294,PIT,2.7681698716320757,,Producers,10.0,2,-7.231830128367925
205,29931,5.296413183177339,Jacob Young,504.0,12.0,63.0,57.0,19.0,0.0,0.0,0.0,0.0,0.24507658643326038,,,HIT,2.7221715103279394,,,,,
206,18360,5.258499450889251,Austin Riley,638.0,20.0,67.0,77.0,8.0,0.0,0.0,0.0,0.0,0.22625215889464595,,,HIT,2.557749219611371,26.0,The Fighting Phils,26.0,2,-23.44225078038863
207,35108,5.2566774250344235,Cam Smith,577.0,20.0,69.0,59.0,13.0,0.0,0.0,0.0,0.0,0.2294455066921606,,,HIT,2.5498475532040876,,Orange and Black Attack,1.0,?,1.5498475532040876
208,14771,5.234515910886213,Emilio Pagán,0.0,0.0,0.0,0.0,0.0,44.1,5.0,21.0,48.0,,4.081632653061225,1.1337868480725624,PIT,2.4537386580336364,,All-Stars,10.0,1,-7.546261341966364
209,21780,5.231076656036916,Esteury Ruiz,266.0,9.0,49.0,23.0,40.0,0.0,0.0,0.0,0.0,0.2616033755274262,,,HIT,2.4388234775290503,,,,,
210,17277,5.218469049247327,Ranger Suarez,0.0,0.0,0.0,0.0,0.0,148.0,7.0,0.0,150.0,,3.3445945945945947,1.195945945945946,PIT,2.384147467975401,,New York Polar Bears,10.0,1,-7.615852532024599
211,17901,5.21310197826919,Andrew Benintendi,493.0,16.0,62.0,76.0,2.0,0.0,0.0,0.0,0.0,0.2483221476510067,,,HIT,2.360871835337648,,All-Stars,10.0,2,-7.639128164662353
212,27932,5.210314180194624,Ian Seymour,0.0,0.0,0.0,0.0,0.0,129.1,11.0,2.0,147.0,,4.113090627420604,1.1541440743609606,PIT,2.3487818584925195,,McBlocks,10.0,2,-7.6512181415074805
213,11486,5.1931884620214745,Robbie Ray,0.0,0.0,0.0,0.0,0.0,170.2,13.0,0.0,153.0,,3.490011750881316,1.3219741480611047,PIT,2.2745119398572533,,New York Polar Bears,5.0,1,-2.7254880601427467
214,6902,5.191226708119267,Martín Pérez,0.0,0.0,0.0,0.0,0.0,135.1,10.0,0.0,103.0,,3.2642487046632125,1.2065136935603258,PIT,2.2660043081640127,,,,,
215,13611,5.188962588626895,Mookie Betts,519.0,20.0,70.0,60.0,3.0,0.0,0.0,0.0,0.0,0.24358974358974358,,,HIT,2.2561853931977125,22.0,Producers,22.0,2,-19.74381460680229
216,18564,5.1803544599370035,Trent Grisham,556.0,20.0,78.0,66.0,9.0,0.0,0.0,0.0,0.0,0.21730382293762576,,,HIT,2.2188541110327114,,,,,
217,22361,5.161672395215446,Colin Holderman,0.0,0.0,0.0,0.0,0.0,62.1,7.0,1.0,61.0,,2.463768115942029,1.0144927536231885,PIT,2.1378347101071355,,,,,
218,33253,5.15272711333442,Cole Carrigg,367.0,9.0,59.0,50.0,14.0,0.0,0.0,0.0,0.0,0.27710843373493976,,,HIT,2.0990412796211078,,Lisbon Long Balls,10.0,2,-7.900958720378892
219,17969,5.144943806738698,Peter Lambert,0.0,0.0,0.0,0.0,0.0,142.2,8.0,0.0,138.0,,3.417721518987342,1.188466947960619,PIT,2.0652870427632384,,Orange and Black Attack,10.0,2,-7.934712957236762
220,25816,5.139701431838189,Shea Langeliers,416.0,23.0,55.0,51.0,2.0,0.0,0.0,0.0,0.0,0.2638522427440633,,,HIT,2.042552185551423,,Spehr's Army,2.0,1,0.042552185551422816
221,16918,5.129000922427425,Luke Weaver,0.0,0.0,0.0,0.0,0.0,61.0,3.0,6.0,62.0,,2.360655737704918,0.9672131147540983,PIT,1.996146776139783,,,,,
222,19950,5.113115859822761,Andrés Giménez,545.0,11.0,48.0,66.0,22.0,0.0,0.0,0.0,0.0,0.24193548387096775,,,HIT,1.9272572676685886,,,,,
223,26299,5.051098645125977,Josh Jung,512.0,12.0,59.0,48.0,2.0,0.0,0.0,0.0,0.0,0.28693790149892934,,,HIT,1.658304255424261,,,,,
224,12856,5.038458327870826,George Springer,540.0,17.0,64.0,54.0,12.0,0.0,0.0,0.0,0.0,0.2402464065708419,,,HIT,1.6034863888348223,18.0,McBlocks,18.0,2,-16.396513611165176
225,33266,5.000383881381701,Jacob Wilson,503.0,10.0,56.0,59.0,6.0,0.0,0.0,0.0,0.0,0.27331887201735355,,,HIT,1.4383671211790212,,Orange and Black Attack,10.0,1,-8.561632878820978
226,12916,4.992172499579773,Francisco Lindor,451.0,18.0,61.0,52.0,8.0,0.0,0.0,0.0,0.0,0.24876847290640394,,,HIT,1.4027564301617845,,Producers,21.0,F,-19.597243569838216
227,5417,4.961771266890658,Jose Altuve,563.0,18.0,74.0,51.0,4.0,0.0,0.0,0.0,0.0,0.2446183953033268,,,HIT,1.2709139546869497,14.0,New York Polar Bears,14.0,2,-12.72908604531305
228,33656,4.932088410719194,A.J. Ewing,469.0,9.0,55.0,42.0,23.0,0.0,0.0,0.0,0.0,0.2564705882352941,,,HIT,1.142186896911743,,The Fighting Phils,10.0,2,-8.857813103088256
229,29478,4.9255806467638195,Carter Jensen,579.0,20.0,69.0,72.0,2.0,0.0,0.0,0.0,0.0,0.22709923664122136,,,HIT,1.1139643666460648,1.0,,,,
230,23550,4.912584733539344,Aaron Ashby,0.0,0.0,0.0,0.0,0.0,82.2,15.0,0.0,113.0,,3.6131386861313866,1.4111922141119222,PIT,1.0576043700599898,,,,,
231,22543,4.899301883290996,Taj Bradley,0.0,0.0,0.0,0.0,0.0,173.2,11.0,0.0,190.0,,3.897228637413395,1.258660508083141,PIT,1.0,1.0,The Fighting Phils,1.0,2,0.0
232,20000,4.895017657573522,Tyler Wells,0.0,0.0,0.0,0.0,0.0,74.1,3.0,4.0,76.0,,2.793522267206478,0.9851551956815116,PIT,0.9814203940392527,,,,,
233,21501,4.892199135511823,Trevor Larnach,469.0,13.0,63.0,54.0,3.0,0.0,0.0,0.0,0.0,0.2665094339622642,,,HIT,0.9691971750140617,,,,,
234,15640,4.8671682195196775,Aaron Judge,317.0,21.0,53.0,48.0,6.0,0.0,0.0,0.0,0.0,0.254416961130742,,,HIT,0.8606444080406149,,Pookie 2.0,39.0,F,-38.13935559195939
235,11477,4.861698127730489,Christian Yelich,496.0,12.0,67.0,57.0,14.0,0.0,0.0,0.0,0.0,0.2348993288590604,,,HIT,0.836922000139063,18.0,All-Stars,18.0,2,-17.16307799986094
236,27479,4.846516537840608,Masyn Winn,622.0,7.0,65.0,66.0,13.0,0.0,0.0,0.0,0.0,0.24468085106382978,,,HIT,0.7710832753349116,8.0,,,,
237,21618,4.845197418397284,Alec Bohm,621.0,17.0,54.0,83.0,3.0,0.0,0.0,0.0,0.0,0.23498233215547704,,,HIT,0.765362587143307,2.0,,,,
238,34967,4.8379583931499335,Travis Bazzana,520.0,12.0,55.0,52.0,21.0,0.0,0.0,0.0,0.0,0.23819742489270387,,,HIT,0.7339687611627839,,The Fighting Phils,10.0,2,-9.266031238837217
239,31791,4.830165831825206,Justin Crawford,490.0,3.0,56.0,43.0,23.0,0.0,0.0,0.0,0.0,0.26681614349775784,,,HIT,0.7001743888803285,1.0,,,,
240,25436,4.822680030614555,George Kirby,0.0,0.0,0.0,0.0,0.0,177.0,11.0,0.0,154.0,,3.711864406779661,1.2485875706214689,PIT,0.6677103578123362,23.0,New York Polar Bears,23.0,2,-22.332289642187664
241,26151,4.809366684490039,Kyle Stowers,493.0,20.0,55.0,65.0,1.0,0.0,0.0,0.0,0.0,0.24439461883408073,,,HIT,0.6099737348319785,,Producers,10.0,1,-9.390026265168022
242,27899,4.795762213863087,Colt Keith,499.0,12.0,62.0,49.0,6.0,0.0,0.0,0.0,0.0,0.26490066225165565,,,HIT,0.5509745783397433,,Lisbon Long Balls,10.0,2,-9.449025421660256
243,12161,4.775743597326221,Xander Bogaerts,613.0,12.0,63.0,56.0,21.0,0.0,0.0,0.0,0.0,0.22743682310469315,,,HIT,0.46415888942371863,,NPB No Stars,2.0,F,-1.5358411105762815
244,27494,4.7737553490854525,Clayton Beeter,0.0,0.0,0.0,0.0,0.0,52.0,6.0,19.0,56.0,,3.980769230769231,1.3076923076923077,PIT,0.45553635846907004,,,,,
245,27473,4.771402149361107,Cade Cavalli,0.0,0.0,0.0,0.0,0.0,166.2,11.0,0.0,177.0,,3.736462093862816,1.2936221419975933,PIT,0.4453311250130093,,New York Polar Bears,10.0,2,-9.55466887498699
246,14078,4.7603949307996345,Michael Wacha,0.0,0.0,0.0,0.0,0.0,195.2,7.0,0.0,153.0,,3.6424180327868854,1.1731557377049182,PIT,0.3975955954021777,,NPB No Stars,2.0,1,-1.6024044045978223
247,33189,4.707277931681704,Nolan Schanuel,573.0,10.0,56.0,58.0,2.0,0.0,0.0,0.0,0.0,0.2704280155642023,,,HIT,0.1672405724622712,,,,,
248,24878,4.70666681134338,Heriberto Hernández,460.0,22.0,47.0,63.0,10.0,0.0,0.0,0.0,0.0,0.22409638554216868,,,HIT,0.16459029775000833,,,,,
249,24618,4.681442025452655,Ryan Jeffers,361.0,14.0,52.0,56.0,2.0,0.0,0.0,0.0,0.0,0.2724458204334365,,,HIT,0.0551967659427719,,Orange and Black Attack,10.0,2,-9.944803234057229
250,23986,4.658244142638508,Curtis Mead,346.0,18.0,51.0,50.0,6.0,0.0,0.0,0.0,0.0,0.25477707006369427,,,HIT,0.0,,NPB No Stars,10.0,2,-10.0
251,24610,4.653510786603356,Steven Kwan,613.0,4.0,70.0,35.0,12.0,0.0,0.0,0.0,0.0,0.27124773960216997,,,HIT,0.0,,,,,
252,17929,4.648756452881328,Cedric Mullins,529.0,17.0,61.0,51.0,24.0,0.0,0.0,0.0,0.0,0.20711297071129708,,,HIT,0.0,,,,,
253,35376,4.584228957288476,Konnor Griffin,316.0,7.0,46.0,34.0,24.0,0.0,0.0,0.0,0.0,0.27177700348432055,,,HIT,0.0,20.0,The Fighting Phils,20.0,2,-20.0
254,25911,4.550646256273486,Yennier Cano,0.0,0.0,0.0,0.0,0.0,57.2,3.0,6.0,52.0,,2.36013986013986,1.0314685314685315,PIT,0.0,,,,,
255,27496,4.53565052734662,Owen Caissie,390.0,16.0,49.0,68.0,5.0,0.0,0.0,0.0,0.0,0.23579545454545456,,,HIT,0.0,,Lisbon Long Balls,10.0,2,-10.0
256,27468,4.513506064223268,Reid Detmers,0.0,0.0,0.0,0.0,0.0,178.0,5.0,0.0,206.0,,4.044943820224719,1.1348314606741574,PIT,0.0,,The Fighting Phils,10.0,2,-10.0
257,30661,4.509091801905381,Didier Fuentes,0.0,0.0,0.0,0.0,0.0,67.2,5.0,2.0,82.0,,2.8125,1.101190476190476,PIT,0.0,,,,,
258,31959,4.468968090143924,Jake Bennett,0.0,0.0,0.0,0.0,0.0,110.2,9.0,0.0,80.0,,3.511796733212341,1.134301270417423,PIT,0.0,,,,,
259,30113,4.466616323458336,Chad Patrick,0.0,0.0,0.0,0.0,0.0,106.2,7.0,5.0,97.0,,3.559322033898305,1.1958568738229756,PIT,0.0,,,,,
260,28824,4.436188699011807,Samuel Basallo,421.0,21.0,47.0,62.0,0.0,0.0,0.0,0.0,0.0,0.2402088772845953,,,HIT,0.0,,Spehr's Army,20.0,2,-20.0
261,14739,4.422329559881044,Paul Blackburn,0.0,0.0,0.0,0.0,0.0,80.2,4.0,1.0,65.0,,2.4688279301745637,1.1097256857855362,PIT,0.0,,,,,
262,15440,4.389353528951061,Matthew Boyd,0.0,0.0,0.0,0.0,0.0,121.2,11.0,0.0,103.0,,3.7128712871287126,1.221122112211221,PIT,0.0,,Lisbon Long Balls,10.0,1,-10.0
263,17548,4.371461425714558,Taylor Ward,695.0,11.0,84.0,46.0,5.0,0.0,0.0,0.0,0.0,0.2379421221864952,,,HIT,0.0,,,,,
264,26477,4.364838386316535,Spencer Horwitz,460.0,13.0,53.0,52.0,1.0,0.0,0.0,0.0,0.0,0.2645631067961165,,,HIT,0.0,,,,,
265,22872,4.352861833791352,Yoendrys Gómez,0.0,0.0,0.0,0.0,0.0,68.1,3.0,22.0,66.0,,3.7004405286343616,1.380323054331865,PIT,0.0,,Spehr's Army,10.0,2,-10.0
